1.6134519577026367,167,149,1,-1,1,-1,53,29,-167
1.8636276721954346,167,149,2,-2,1,-1,53,29,-166
2.1169238090515137,168,149,2,-2,1,-1,54,29,-167
2.3708128929138184,166,149,2,-2,1,-2,52,29,-167
2.6257436275482178,167,148,0,-1,1,-1,53,27,-168
2.875535249710083,166,149,2,-2,1,-2,52,29,-166
3.1290066242218018,168,149,2,-2,1,-2,54,29,-166
3.383396625518799,167,149,2,-1,1,-1,53,29,-167
3.636359453201294,167,148,0,-1,1,-1,53,28,-169
3.886467695236206,167,150,0,-2,1,-2,53,30,-168
4.141881227493286,167,149,2,-2,1,-1,53,29,-166
4.395055770874023,167,149,2,-2,1,-1,53,29,-166
4.648118257522583,166,149,2,-2,1,-1,52,29,-166
4.898360967636108,167,149,1,-1,1,-1,53,29,-167
5.151986360549927,167,148,2,-2,2,-2,52,28,-166
5.406722784042358,167,149,2,-2,1,0,53,29,-167
5.65579891204834,167,148,2,-2,1,0,53,28,-166
5.910603284835815,167,149,1,-2,1,-2,52,28,-168
6.164443492889404,167,149,2,-3,2,-4,53,29,-166
6.417934417724609,167,149,2,-1,0,-1,53,29,-166
6.672783374786377,167,149,1,-1,1,-1,53,29,-167
6.922061443328857,167,149,1,-2,1,-2,52,29,-168
7.175458908081055,168,149,2,-2,1,-2,54,29,-166
7.43015193939209,166,149,2,-1,1,-1,52,29,-166
7.684006690979004,166,149,0,-2,1,-2,52,29,-169
7.933897256851196,167,149,2,-2,1,-2,53,28,-166
8.187692880630493,167,149,1,-2,1,0,53,29,-167
8.441627979278564,167,149,1,-2,1,-1,53,29,-168
8.691035985946655,167,150,1,-2,2,-2,52,30,-167
8.945530652999878,167,149,1,-1,1,0,53,29,-167
9.199472427368164,166,150,2,-2,1,-1,52,30,-167
9.452741384506226,167,149,2,-2,2,-1,53,29,-167
9.702820301055908,167,149,2,-1,1,-1,53,29,-167
9.95724081993103,167,149,2,-2,1,-1,53,28,-167
10.211324691772461,167,149,1,-2,2,-2,53,28,-167
10.465068578720093,166,149,0,-2,1,-1,52,29,-169
10.714721918106079,168,149,0,-1,1,-1,54,29,-169
10.96889615058899,167,149,0,-2,1,-1,53,29,-168
11.222915649414062,167,149,2,-2,1,-2,53,29,-167
11.476742506027222,167,149,1,-2,1,-1,53,29,-168
11.726207971572876,167,149,3,-2,1,-1,53,28,-165
11.980578184127808,167,149,0,-2,1,-1,53,29,-168
12.234343528747559,167,149,1,-1,1,-1,53,29,-168
12.488418817520142,167,149,1,-2,1,-1,53,29,-167
12.738325119018555,167,149,2,-2,2,-2,53,29,-166
12.991968154907227,167,149,1,-2,1,-1,53,28,-167
13.245418310165405,168,148,2,-2,1,-1,54,28,-167
13.499680280685425,167,148,1,-2,1,-2,52,28,-167
13.749568462371826,167,149,2,-2,2,-3,52,29,-166
14.003711223602295,167,149,0,-1,1,-2,53,29,-169
14.257283926010132,166,148,1,-2,1,-2,52,28,-168
14.511419534683228,168,149,1,-3,2,-4,54,29,-168
14.76166033744812,167,149,1,-1,0,0,53,28,-167
15.015190601348877,167,148,0,-1,1,-2,53,28,-168
15.268763303756714,167,149,2,-2,1,0,53,29,-167
15.523305892944336,168,150,1,-1,1,-2,54,30,-168
15.773318767547607,167,149,2,0,0,1,53,29,-166
16.026698350906372,167,149,2,-3,3,-5,53,29,-166
16.280604124069214,167,148,1,-2,1,-1,53,28,-167
16.530378341674805,167,150,2,-1,2,-1,53,30,-166
16.785006523132324,167,149,2,-1,0,1,53,28,-166
17.038310050964355,167,149,1,-3,2,-5,53,29,-167
17.28786587715149,168,148,1,-1,1,0,54,28,-167
17.542292833328247,167,148,2,-2,1,-3,52,28,-166
17.79682445526123,167,149,1,-2,1,-2,53,29,-167
18.051591634750366,167,149,2,-2,2,-1,52,28,-167
18.304510593414307,167,149,1,-3,2,-3,53,29,-167
18.55393099784851,167,149,1,-2,1,-3,53,29,-168
18.807971715927124,166,149,2,-4,2,-2,51,28,-166
19.062685251235962,167,149,2,-3,2,-4,52,29,-167
19.311169385910034,167,149,2,-1,0,0,52,29,-166
19.566124200820923,166,148,1,-1,0,0,52,28,-168
19.81986165046692,167,149,0,-2,1,-2,52,29,-168
20.073226928710938,167,149,2,-2,1,-3,53,29,-167
20.32783842086792,167,148,1,-2,1,-1,53,28,-168
20.577462673187256,168,149,1,-1,1,-1,54,29,-168
20.83163094520569,166,149,2,-2,1,-1,52,28,-167
21.085159063339233,167,149,2,-2,1,0,53,29,-167
21.338836669921875,167,150,0,-2,1,-2,53,30,-168
21.589343786239624,168,149,1,-2,1,0,54,29,-168
21.842463493347168,167,148,0,0,0,0,52,28,-168
22.09683585166931,167,149,2,-2,2,-3,53,28,-166
22.35042405128479,166,149,1,-2,1,-2,52,28,-167
22.60111355781555,167,149,2,-2,1,-1,53,29,-166
22.854971408843994,167,149,0,-2,1,-2,53,29,-168
23.108291625976562,166,149,0,-2,1,-2,52,29,-168
23.358646631240845,167,149,1,-1,1,-1,52,29,-167
23.612330198287964,167,150,1,-2,1,-2,53,30,-168
23.86642026901245,166,150,2,-4,3,-5,52,30,-166
24.115639209747314,167,148,1,-2,1,0,53,27,-167
24.370450258255005,167,149,2,-1,0,0,53,29,-166
24.62437653541565,167,149,1,-2,1,-2,53,29,-168
24.878392457962036,168,148,1,-2,1,-3,54,28,-167
25.132208585739136,167,148,2,-1,1,-1,52,28,-166
25.381327867507935,167,149,2,-1,1,-1,53,29,-166
25.635193824768066,167,149,0,-1,1,-1,53,29,-169
25.889668941497803,167,149,3,-2,2,-3,53,29,-165
26.143763780593872,167,149,2,-1,1,-1,53,29,-166
26.393378734588623,167,149,1,-2,1,-1,53,29,-167
26.647716999053955,168,148,1,-2,1,-1,54,28,-168
26.902661561965942,167,149,2,-2,1,-2,53,29,-166
27.155588388442993,167,149,2,-2,1,-2,53,29,-166
27.405418157577515,167,148,1,-1,1,0,53,28,-168
27.659385204315186,167,149,2,-3,2,-3,52,29,-166
27.913320064544678,168,149,1,-1,0,0,54,28,-167
28.167248487472534,166,149,2,-1,1,-2,51,29,-166
28.41711950302124,167,149,0,-3,2,-3,53,28,-168
28.670586824417114,166,149,2,-2,2,-2,52,29,-166
28.9242525100708,166,149,1,-1,0,0,52,29,-167
29.174808502197266,167,149,1,-2,1,-1,53,29,-168
29.428118228912354,167,148,2,-3,2,-2,53,28,-166
29.681893587112427,167,149,0,-1,1,-1,53,29,-168
29.93659472465515,166,149,2,-2,1,-1,52,29,-167
30.18635630607605,167,148,1,-2,1,-1,53,28,-167
30.439781188964844,167,149,2,-1,1,-2,53,29,-166
30.694198608398438,167,149,1,-1,1,-1,52,29,-167
30.947367906570435,167,148,0,-2,2,-4,53,28,-169
31.197991132736206,167,149,0,-2,1,-1,52,29,-169
31.45181655883789,167,149,2,-1,1,-1,53,29,-166
31.70539927482605,167,149,1,-1,0,0,52,29,-167
31.9595947265625,167,149,2,-2,1,-1,53,29,-167
32.20923590660095,167,149,2,-1,1,0,52,29,-166
32.46379470825195,167,148,2,-2,1,-2,53,28,-166
32.71695828437805,167,149,2,-3,2,-3,53,28,-167
32.97158670425415,167,148,1,-1,1,-2,53,28,-168
33.22153091430664,166,149,2,-2,1,-1,52,29,-166
33.47567868232727,167,149,1,-1,1,-2,53,28,-167
33.729283809661865,166,148,1,-1,0,0,52,28,-168
33.983015060424805,166,150,1,-2,2,-2,52,30,-167
34.23296403884888,166,148,0,-2,1,-1,52,28,-169
34.48722195625305,167,148,2,-2,2,-2,53,28,-166
34.74106955528259,166,149,1,-3,2,-4,52,29,-167
34.994930267333984,167,149,2,-3,2,-3,53,29,-167
35.244428634643555,166,149,2,-2,1,0,52,29,-166
35.498064041137695,167,149,1,-2,2,-2,52,29,-168
35.75277376174927,167,149,1,-2,1,-2,53,28,-167
36.00258946418762,166,149,0,0,0,1,51,29,-170
36.25589323043823,167,150,1,-1,1,0,53,30,-167
36.51048135757446,167,148,1,-3,2,-1,52,28,-167
36.76440358161926,168,149,1,-2,1,-2,54,29,-168
37.013418436050415,167,148,1,-2,1,-1,52,28,-168
37.26823616027832,167,149,1,-2,1,-2,53,29,-168
37.52225351333618,167,148,2,-2,1,-1,53,28,-166
37.77138900756836,166,148,1,-1,1,0,52,28,-167
38.02588653564453,166,150,0,-2,1,-1,51,30,-169
38.28018116950989,167,149,1,-3,2,-3,53,29,-168
38.53308987617493,167,149,2,-2,1,0,53,28,-166
38.78705358505249,167,149,1,-2,2,-2,52,29,-167
39.03730487823486,167,149,2,-2,1,0,53,29,-167
39.29106330871582,167,149,2,-1,0,0,52,28,-167
